platform,post_type,topic,day_of_week,is_weekend,post_hour,followers,hashtags_count,caption_length,sentiment,likes,comments,shares,engagement_rate
Instagram,Text,Travel,Tuesday,0,9,270974,30,68,Positive,1605,175,133,0.706
Instagram,Text,Travel,Sunday,1,19,104805,17,241,Negative,1525,267,151,1.854
YouTube,Carousel,Business,Thursday,0,23,306659,1,153,Positive,8125,734,2110,3.577
Instagram,Image,Business,Friday,0,9,461975,30,389,Neutral,2156,328,98,0.559
LinkedIn,Reel,Fashion,Friday,0,4,152897,25,517,Positive,1540,274,330,1.402
Twitter,Story,Business,Friday,0,0,304125,16,33,Neutral,4106,545,1094,1.889
TikTok,Story,Travel,Sunday,1,1,457876,22,470,Negative,5348,712,794,1.497
Instagram,Reel,Tech,Tuesday,0,15,446921,5,550,Negative,12951,1066,2300,3.651
YouTube,Carousel,Fitness,Saturday,1,14,4356,18,596,Neutral,97,9,19,2.86
TikTok,Story,Entertainment,Sunday,1,15,55557,28,400,Neutral,603,74,42,1.294
Twitter,Carousel,Tech,Tuesday,0,0,493105,13,195,Negative,5819,570,1481,1.596
Facebook,Image,Tech,Tuesday,0,10,462733,1,95,Positive,8136,1253,199,2.072
YouTube,Story,Entertainment,Thursday,0,4,161294,23,567,Neutral,1224,194,324,1.08
Facebook,Video,Fitness,Saturday,1,8,260264,22,253,Positive,6845,531,2160,3.664
Twitter,Story,Fashion,Sunday,1,14,286613,22,212,Negative,2232,263,572,1.07
Twitter,Carousel,Business,Saturday,1,6,334376,20,443,Neutral,2749,525,588,1.155
Facebook,Story,Food,Saturday,1,15,375314,4,431,Neutral,6616,672,1352,2.302
Twitter,Text,Food,Thursday,0,6,186751,3,487,Neutral,1901,279,111,1.227
Instagram,Carousel,Food,Friday,0,12,445021,24,530,Positive,8798,635,1256,2.402
Instagram,Video,Fitness,Tuesday,0,11,30040,26,527,Positive,534,94,30,2.192
Facebook,Story,Tech,Thursday,0,9,16701,2,110,Negative,148,20,43,1.265
Instagram,Image,Food,Tuesday,0,3,479007,18,110,Positive,12335,1474,1055,3.103
Twitter,Carousel,Food,Monday,0,13,88999,15,131,Positive,1834,258,323,2.714
YouTube,Carousel,Tech,Saturday,1,23,497301,10,380,Positive,10808,1153,1387,2.684
Instagram,Text,Business,Saturday,1,15,143337,19,352,Negative,1913,290,161,1.649
Instagram,Video,Tech,Thursday,0,17,182591,28,515,Positive,2646,187,808,1.994
Instagram,Text,Entertainment,Monday,0,19,14475,25,507,Negative,137,12,27,1.217
LinkedIn,Carousel,Tech,Monday,0,0,471962,4,489,Neutral,8220,675,903,2.076
Facebook,Video,Food,Monday,0,19,179969,14,56,Negative,3132,481,622,2.353
Twitter,Video,Tech,Saturday,1,5,84279,29,420,Neutral,301,52,20,0.443
Instagram,Reel,Food,Tuesday,0,15,241928,7,512,Positive,13112,876,1553,6.424
Facebook,Video,Fitness,Tuesday,0,23,77764,26,589,Neutral,795,143,116,1.355
Twitter,Video,Tech,Sunday,1,21,394993,15,212,Neutral,6989,1216,1014,2.334
Twitter,Text,Travel,Sunday,1,9,37019,16,468,Positive,468,35,106,1.646
LinkedIn,Video,Business,Saturday,1,20,249861,7,249,Neutral,9319,730,1297,4.541
TikTok,Carousel,Travel,Wednesday,0,14,195939,28,104,Positive,2784,309,542,1.855
Twitter,Video,Tech,Friday,0,3,19070,16,210,Negative,180,14,39,1.223
YouTube,Carousel,Fitness,Tuesday,0,5,26624,17,158,Negative,297,51,57,1.521
LinkedIn,Reel,Fashion,Sunday,1,22,259572,14,547,Positive,13105,1551,794,5.952
Facebook,Text,Tech,Monday,0,21,197631,2,113,Neutral,2873,314,258,1.743
Facebook,Story,Travel,Saturday,1,21,65308,24,87,Neutral,948,147,105,1.838
Facebook,Reel,Fashion,Thursday,0,9,69626,10,352,Positive,2212,208,200,3.763
LinkedIn,Image,Tech,Saturday,1,7,402510,7,348,Neutral,8262,1411,615,2.556
Facebook,Carousel,Business,Thursday,0,19,365398,24,341,Positive,5695,779,275,1.847
YouTube,Video,Fitness,Tuesday,0,0,304090,6,97,Positive,9294,1086,2453,4.22
Twitter,Text,Entertainment,Saturday,1,21,416764,21,304,Negative,3651,517,808,1.194
YouTube,Video,Travel,Friday,0,14,35118,14,557,Neutral,1320,120,145,4.513
TikTok,Story,Travel,Thursday,0,15,344063,24,62,Negative,3672,715,426,1.399
Twitter,Video,Business,Wednesday,0,10,376387,1,480,Neutral,5473,678,1091,1.924
Facebook,Text,Tech,Wednesday,0,23,100646,24,84,Negative,743,128,43,0.908
TikTok,Image,Food,Thursday,0,17,268416,7,147,Negative,9245,1720,671,4.335
Facebook,Story,Business,Tuesday,0,1,383540,26,539,Neutral,2344,323,451,0.813
Facebook,Story,Food,Tuesday,0,12,301934,10,185,Neutral,3987,646,615,1.738
YouTube,Reel,Entertainment,Tuesday,0,20,125125,0,318,Neutral,4492,633,776,4.716
Twitter,Carousel,Fashion,Monday,0,1,332542,15,235,Negative,3061,252,944,1.28
Instagram,Image,Food,Sunday,1,17,379864,1,372,Neutral,8995,1779,1473,3.224
Twitter,Reel,Entertainment,Tuesday,0,5,5350,8,249,Neutral,110,13,18,2.629
Twitter,Carousel,Fashion,Tuesday,0,12,283915,22,271,Positive,3509,598,186,1.512
YouTube,Story,Entertainment,Tuesday,0,21,252554,17,492,Negative,4318,654,688,2.241
TikTok,Reel,Tech,Sunday,1,11,183672,21,336,Neutral,7639,610,1835,5.49
Facebook,Text,Fashion,Thursday,0,0,22596,27,343,Positive,131,15,18,0.728
Instagram,Story,Fitness,Wednesday,0,0,42204,14,485,Neutral,792,76,226,2.592
LinkedIn,Reel,Fitness,Wednesday,0,17,375208,16,262,Neutral,7105,629,1650,2.501
Instagram,Carousel,Entertainment,Monday,0,22,209918,1,495,Positive,7147,1188,1439,4.656
Facebook,Image,Entertainment,Wednesday,0,7,469856,8,434,Negative,6147,408,1151,1.64
Instagram,Image,Fitness,Tuesday,0,22,463866,22,531,Negative,5553,1136,1058,1.67
Instagram,Carousel,Fitness,Saturday,1,10,333125,1,280,Negative,7038,871,1265,2.754
YouTube,Text,Food,Monday,0,1,290671,11,339,Neutral,3009,377,425,1.311
Instagram,Image,Business,Wednesday,0,12,482288,4,85,Positive,12514,1213,1441,3.145
Instagram,Image,Fitness,Saturday,1,23,305094,26,75,Positive,5050,366,829,2.047
YouTube,Reel,Tech,Saturday,1,6,467088,17,73,Negative,9248,1196,547,2.353
Facebook,Reel,Business,Thursday,0,23,489501,19,383,Positive,14031,1478,1986,3.574
TikTok,Image,Food,Tuesday,0,15,97706,21,202,Negative,1891,282,340,2.572
Instagram,Text,Travel,Wednesday,0,9,330508,6,180,Negative,3492,502,759,1.438
Instagram,Image,Travel,Tuesday,0,16,365740,1,365,Positive,4099,415,1272,1.582
Instagram,Reel,Business,Friday,0,9,410131,12,245,Negative,14116,1830,3088,4.641
TikTok,Story,Fashion,Wednesday,0,2,174977,5,89,Positive,3979,446,1097,3.156
LinkedIn,Story,Food,Friday,0,20,430871,9,338,Neutral,8120,795,1835,2.495
Twitter,Text,Tech,Friday,0,8,244014,9,334,Neutral,2832,446,238,1.441
Facebook,Text,Food,Sunday,1,13,193722,24,92,Negative,1535,98,277,0.986
Instagram,Story,Tech,Wednesday,0,17,78904,9,169,Neutral,1881,193,441,3.188
LinkedIn,Text,Fitness,Sunday,1,1,160940,4,149,Negative,1220,162,190,0.977
Facebook,Carousel,Entertainment,Wednesday,0,17,487402,29,420,Neutral,2192,292,509,0.614
LinkedIn,Reel,Travel,Friday,0,8,358241,1,156,Negative,7540,1400,783,2.714
TikTok,Text,Entertainment,Friday,0,13,363205,6,26,Negative,7826,1354,899,2.775
YouTube,Story,Entertainment,Saturday,1,10,447877,10,167,Negative,7493,1258,1304,2.245
Twitter,Text,Tech,Thursday,0,18,133820,1,286,Neutral,1789,246,386,1.809
Instagram,Story,Travel,Saturday,1,4,330943,27,463,Neutral,2584,283,184,0.922
Facebook,Image,Travel,Wednesday,0,2,186050,10,40,Negative,1983,136,421,1.365
YouTube,Image,Food,Thursday,0,9,424071,24,529,Negative,5991,1009,638,1.801
LinkedIn,Image,Business,Thursday,0,2,211530,4,204,Negative,2542,337,747,1.714
LinkedIn,Text,Food,Friday,0,5,427512,16,212,Neutral,4599,519,1205,1.479
Twitter,Reel,Tech,Friday,0,15,373893,3,19,Negative,5167,759,931,1.834
Instagram,Video,Travel,Monday,0,19,386090,7,173,Negative,19074,2831,670,5.847
YouTube,Image,Fashion,Saturday,1,16,462885,12,286,Negative,8344,1175,1970,2.482
TikTok,Story,Food,Saturday,1,7,395417,26,379,Positive,5728,499,1456,1.943
YouTube,Reel,Travel,Monday,0,19,161059,9,462,Neutral,3973,666,43,2.907
YouTube,Text,Business,Sunday,1,9,260996,23,318,Negative,2276,181,490,1.129
Facebook,Carousel,Fashion,Friday,0,4,236513,2,69,Negative,1893,372,266,1.07
Facebook,Carousel,Food,Monday,0,18,32757,7,240,Negative,755,89,105,2.897
Facebook,Image,Tech,Thursday,0,12,296807,18,443,Positive,3671,686,383,1.597
YouTube,Video,Food,Saturday,1,8,218995,14,387,Positive,10615,1780,188,5.746
LinkedIn,Story,Fitness,Tuesday,0,15,196975,15,354,Negative,2400,305,663,1.71
Twitter,Carousel,Fitness,Sunday,1,17,55254,21,309,Negative,947,150,60,2.094
YouTube,Reel,Food,Wednesday,0,5,252338,2,307,Positive,4209,335,1129,2.248
LinkedIn,Reel,Tech,Tuesday,0,2,289729,21,595,Neutral,5452,387,802,2.292
YouTube,Video,Fitness,Wednesday,0,12,53300,26,363,Negative,427,44,45,0.969
YouTube,Video,Fitness,Thursday,0,1,317651,23,362,Positive,5104,685,380,1.942
Instagram,Reel,Tech,Friday,0,15,84253,8,208,Negative,2526,155,362,3.612
Twitter,Image,Travel,Sunday,1,10,72930,10,299,Positive,1412,177,159,2.397
TikTok,Carousel,Tech,Tuesday,0,5,200850,29,429,Positive,1309,268,237,0.903
TikTok,Story,Travel,Sunday,1,14,194846,24,516,Negative,2059,395,455,1.493
Instagram,Reel,Fitness,Thursday,0,9,457512,28,470,Neutral,4110,401,961,1.196
Facebook,Reel,Business,Monday,0,9,34302,28,400,Neutral,275,36,44,1.034
LinkedIn,Image,Fitness,Sunday,1,5,175004,13,469,Negative,1838,166,462,1.409
TikTok,Video,Business,Wednesday,0,16,367393,4,29,Positive,21244,1999,2941,7.127
Instagram,Video,Fashion,Friday,0,21,125271,7,168,Neutral,5749,1012,351,5.677
LinkedIn,Video,Business,Friday,0,14,490794,9,153,Neutral,16845,2983,88,4.058
Facebook,Video,Food,Monday,0,5,371559,25,395,Negative,1725,169,376,0.611
Facebook,Story,Food,Tuesday,0,20,473069,8,454,Positive,8752,762,1187,2.262
LinkedIn,Image,Business,Friday,0,2,474590,11,97,Neutral,7557,823,936,1.963
Twitter,Reel,Food,Wednesday,0,6,55027,26,123,Neutral,753,84,51,1.614
LinkedIn,Text,Tech,Monday,0,0,229832,5,302,Neutral,2388,172,366,1.273
Facebook,Text,Business,Monday,0,20,372420,20,581,Negative,3479,303,903,1.258
TikTok,Video,Fitness,Saturday,1,1,4798,17,11,Neutral,131,17,38,3.885
Instagram,Video,Fitness,Tuesday,0,13,226295,30,528,Negative,1060,92,102,0.554
YouTube,Text,Fashion,Monday,0,4,344230,15,124,Negative,3274,545,236,1.178
Instagram,Video,Fitness,Thursday,0,5,396546,16,168,Negative,7535,1147,486,2.312
TikTok,Reel,Fashion,Monday,0,14,207822,26,382,Negative,3346,423,317,1.966
Twitter,Image,Travel,Friday,0,19,431575,30,439,Neutral,1329,153,158,0.38
Twitter,Image,Travel,Thursday,0,0,336985,22,525,Positive,3207,525,214,1.171
Instagram,Reel,Business,Friday,0,3,23225,21,13,Negative,408,32,46,2.093
TikTok,Text,Entertainment,Thursday,0,6,139219,27,38,Neutral,1729,286,50,1.483
Instagram,Image,Fashion,Saturday,1,22,468990,30,292,Positive,3688,268,917,1.039
LinkedIn,Story,Tech,Friday,0,1,1702,22,339,Positive,19,4,4,1.562
TikTok,Image,Travel,Wednesday,0,4,54461,9,163,Positive,1449,131,473,3.769
YouTube,Story,Entertainment,Monday,0,9,172575,19,385,Negative,1877,321,249,1.418
TikTok,Reel,Fashion,Tuesday,0,7,496908,7,166,Positive,19831,1245,2954,4.836
Facebook,Story,Travel,Monday,0,1,352543,15,560,Negative,2333,371,116,0.8
TikTok,Story,Food,Monday,0,12,74256,13,114,Neutral,1869,266,322,3.309
TikTok,Video,Food,Tuesday,0,14,196860,30,396,Positive,1463,102,398,0.997
Facebook,Reel,Fitness,Tuesday,0,4,469801,17,322,Neutral,8090,1328,1007,2.219
Instagram,Video,Food,Monday,0,16,109977,29,70,Negative,1088,79,152,1.199
YouTube,Carousel,Travel,Wednesday,0,1,287953,25,366,Negative,3088,404,390,1.348
Instagram,Video,Business,Thursday,0,17,232271,26,96,Neutral,3175,366,863,1.896
LinkedIn,Carousel,Food,Tuesday,0,6,380349,5,328,Neutral,9422,1573,1496,3.284
Facebook,Story,Tech,Tuesday,0,5,376298,24,385,Positive,3346,578,347,1.135
Instagram,Carousel,Entertainment,Monday,0,4,416725,7,52,Positive,9725,1201,1530,2.989
TikTok,Image,Fashion,Monday,0,20,60156,17,137,Neutral,2494,381,150,5.029
Instagram,Video,Business,Tuesday,0,12,227195,15,184,Neutral,9992,1686,220,5.237
TikTok,Reel,Business,Thursday,0,16,346030,8,557,Positive,15326,2549,3558,6.194
TikTok,Text,Travel,Friday,0,4,209790,30,140,Negative,488,55,122,0.317
Instagram,Text,Tech,Saturday,1,1,333838,27,553,Neutral,1510,192,288,0.596
Facebook,Carousel,Entertainment,Friday,0,0,318064,17,325,Positive,3410,334,836,1.44
TikTok,Video,Fitness,Friday,0,10,185683,0,569,Negative,4596,579,862,3.251
LinkedIn,Text,Food,Sunday,1,7,50513,5,500,Positive,616,65,192,1.728
Instagram,Text,Business,Tuesday,0,18,485182,7,182,Negative,6004,1106,1347,1.743
YouTube,Story,Business,Saturday,1,18,413084,30,340,Positive,2592,348,199,0.76
Facebook,Text,Business,Sunday,1,7,447405,12,433,Neutral,3601,570,862,1.125
Instagram,Story,Fashion,Thursday,0,10,150261,1,56,Neutral,3605,267,505,2.913
YouTube,Reel,Fitness,Saturday,1,9,158422,18,401,Negative,3916,263,1070,3.313
Instagram,Image,Food,Monday,0,16,162057,29,281,Positive,1208,209,202,0.999
LinkedIn,Carousel,Tech,Sunday,1,15,16030,17,31,Negative,293,43,74,2.559
YouTube,Carousel,Food,Thursday,0,15,85267,13,521,Neutral,1491,304,329,2.491
LinkedIn,Image,Tech,Tuesday,0,1,154498,5,166,Positive,2588,356,492,2.224
LinkedIn,Video,Tech,Monday,0,8,493692,27,525,Neutral,5333,462,667,1.309
Twitter,Reel,Business,Saturday,1,23,102758,3,131,Negative,2194,314,110,2.548
Instagram,Carousel,Travel,Thursday,0,8,254153,28,329,Neutral,2467,418,594,1.369
LinkedIn,Image,Food,Wednesday,0,4,273852,6,228,Positive,3358,269,1138,1.74
YouTube,Video,Fashion,Wednesday,0,4,180222,4,536,Neutral,2194,362,475,1.682
Instagram,Video,Business,Sunday,1,0,459412,10,572,Neutral,19098,1670,2667,5.101
YouTube,Video,Fitness,Wednesday,0,18,47066,0,464,Positive,1574,163,417,4.576
Twitter,Image,Fitness,Monday,0,0,435233,0,508,Positive,4677,338,1352,1.463
LinkedIn,Reel,Fashion,Tuesday,0,14,371990,5,463,Negative,8494,1149,550,2.74
Instagram,Reel,Tech,Tuesday,0,9,153261,21,183,Positive,6887,1020,378,5.406
LinkedIn,Carousel,Tech,Friday,0,2,383977,25,553,Neutral,3827,349,605,1.245
Facebook,Text,Tech,Saturday,1,21,214584,7,322,Negative,2059,367,415,1.324
Facebook,Story,Entertainment,Saturday,1,17,485344,19,212,Positive,5718,953,881,1.556
TikTok,Story,Food,Friday,0,19,18752,10,123,Neutral,502,62,118,3.638
Instagram,Image,Fitness,Saturday,1,22,15356,13,428,Positive,553,39,99,4.498
Twitter,Story,Entertainment,Wednesday,0,21,272309,10,173,Negative,4841,462,622,2.176
LinkedIn,Image,Entertainment,Friday,0,16,465764,27,395,Neutral,2742,253,806,0.816
Instagram,Image,Food,Monday,0,12,32152,15,48,Negative,639,112,15,2.381
Facebook,Carousel,Travel,Thursday,0,16,389072,15,384,Negative,4856,832,623,1.622
Twitter,Reel,Travel,Thursday,0,10,469333,26,389,Neutral,4471,316,671,1.163
LinkedIn,Image,Tech,Monday,0,4,243444,20,319,Positive,2505,359,676,1.454
YouTube,Video,Business,Thursday,0,9,433533,4,397,Neutral,8137,828,1826,2.489
YouTube,Video,Fitness,Saturday,1,11,378591,5,596,Positive,13354,1012,4651,5.023
Facebook,Carousel,Food,Wednesday,0,1,107486,10,504,Neutral,1468,149,200,1.69
Instagram,Story,Travel,Thursday,0,20,427162,3,269,Positive,16190,1427,5125,5.324
Instagram,Video,Business,Wednesday,0,21,349834,21,524,Negative,6004,578,1415,2.286
LinkedIn,Video,Tech,Tuesday,0,10,6783,15,573,Neutral,227,23,28,4.098
Instagram,Image,Fitness,Monday,0,11,284226,1,104,Positive,9236,1033,1100,4.0
Facebook,Video,Entertainment,Wednesday,0,20,327360,12,221,Negative,6979,849,939,2.678
YouTube,Image,Business,Saturday,1,10,400778,25,448,Negative,3748,476,437,1.163
YouTube,Text,Fitness,Sunday,1,16,385754,28,313,Neutral,1800,196,261,0.585
YouTube,Carousel,Tech,Friday,0,12,238088,29,89,Positive,1783,224,233,0.941
Facebook,Carousel,Business,Friday,0,6,149844,28,288,Neutral,1093,133,226,0.969
LinkedIn,Reel,Business,Friday,0,19,96290,18,230,Neutral,2770,576,587,4.085
LinkedIn,Text,Travel,Thursday,0,4,44957,28,445,Negative,80,6,18,0.232
Facebook,Image,Fitness,Wednesday,0,5,320101,29,314,Positive,1439,221,376,0.636
LinkedIn,Carousel,Fitness,Friday,0,16,479905,19,92,Negative,7061,636,1469,1.91
LinkedIn,Video,Tech,Saturday,1,17,40600,12,39,Positive,1420,162,263,4.544
Twitter,Reel,Fashion,Wednesday,0,22,351503,29,179,Positive,2585,372,600,1.012
TikTok,Video,Business,Thursday,0,17,292501,12,102,Neutral,12542,1932,865,5.244
TikTok,Image,Entertainment,Thursday,0,0,86357,5,527,Positive,2695,494,156,3.873
LinkedIn,Reel,Fashion,Tuesday,0,20,106746,3,169,Neutral,3511,445,523,4.196
TikTok,Carousel,Food,Wednesday,0,9,142583,17,384,Neutral,4830,436,492,4.038
TikTok,Image,Entertainment,Monday,0,0,342625,1,85,Positive,11508,2000,1979,4.52
LinkedIn,Reel,Fashion,Thursday,0,13,149683,3,270,Negative,3196,312,815,2.888
Facebook,Video,Fashion,Friday,0,4,414107,7,561,Positive,7237,1002,1708,2.402
TikTok,Story,Tech,Friday,0,9,185192,16,389,Negative,3589,618,384,2.479
TikTok,Reel,Fashion,Sunday,1,11,55207,14,180,Negative,2304,285,564,5.711
YouTube,Carousel,Fitness,Monday,0,1,48189,15,451,Neutral,834,106,64,2.084
Instagram,Text,Food,Saturday,1,20,200434,15,305,Positive,5326,443,1374,3.564
Twitter,Text,Entertainment,Saturday,1,12,204245,30,148,Negative,414,30,91,0.262
YouTube,Text,Entertainment,Thursday,0,23,366894,6,597,Positive,5613,1070,519,1.963
LinkedIn,Image,Entertainment,Tuesday,0,11,239547,14,563,Positive,4351,396,1084,2.434
YouTube,Video,Business,Wednesday,0,14,82269,18,344,Negative,1658,171,216,2.486
Instagram,Video,Fitness,Friday,0,19,107035,8,29,Neutral,4730,591,563,5.497
Instagram,Reel,Travel,Sunday,1,5,283478,5,252,Negative,6656,715,805,2.884
TikTok,Image,Entertainment,Friday,0,21,167416,1,313,Positive,5130,387,970,3.875
Twitter,Text,Tech,Thursday,0,4,336083,10,558,Neutral,2554,231,536,0.988
LinkedIn,Reel,Business,Friday,0,23,461546,7,442,Negative,10678,1382,1856,3.015
Twitter,Story,Tech,Monday,0,15,177719,6,141,Negative,2663,310,325,1.856
Twitter,Video,Food,Friday,0,12,276162,8,310,Neutral,4439,762,667,2.125
YouTube,Image,Fashion,Monday,0,5,416075,21,115,Negative,4383,465,877,1.376
Instagram,Reel,Fitness,Sunday,1,13,105570,25,289,Positive,1783,354,324,2.331
TikTok,Image,Business,Sunday,1,13,255573,16,325,Neutral,8865,865,1324,4.325
YouTube,Image,Tech,Thursday,0,23,152970,2,310,Positive,2135,249,616,1.961
LinkedIn,Story,Fitness,Wednesday,0,20,313683,22,262,Negative,3391,579,26,1.274
Twitter,Story,Fashion,Saturday,1,11,371669,4,267,Negative,4132,768,827,1.541
Instagram,Reel,Tech,Friday,0,9,70865,1,480,Negative,1472,159,313,2.743
TikTok,Story,Food,Friday,0,9,94139,17,308,Negative,1468,179,349,2.12
Twitter,Image,Fitness,Thursday,0,9,12068,13,34,Positive,200,36,33,2.228
Instagram,Image,Fashion,Tuesday,0,0,6522,9,447,Neutral,180,14,47,3.695
Twitter,Video,Food,Monday,0,0,25848,29,374,Negative,99,10,13,0.473
YouTube,Image,Entertainment,Tuesday,0,18,353551,2,420,Positive,7942,1128,1862,3.092
Facebook,Story,Food,Thursday,0,6,452008,1,429,Neutral,4684,842,807,1.401
Facebook,Image,Entertainment,Wednesday,0,9,205147,18,112,Negative,2673,398,667,1.822
TikTok,Text,Business,Thursday,0,16,441379,12,583,Neutral,9633,1272,1944,2.911
Facebook,Story,Food,Tuesday,0,14,364978,24,594,Negative,1802,313,27,0.587
YouTube,Reel,Fitness,Sunday,1,8,403891,1,96,Neutral,14545,1184,3484,4.757
YouTube,Video,Fitness,Wednesday,0,18,370077,13,139,Neutral,12417,1946,843,4.109
YouTube,Carousel,Travel,Saturday,1,3,100206,4,155,Neutral,2067,168,452,2.681
YouTube,Text,Food,Wednesday,0,11,261920,1,580,Neutral,2561,411,365,1.274
Facebook,Reel,Food,Thursday,0,2,262966,14,560,Negative,3794,481,332,1.752
Facebook,Carousel,Tech,Friday,0,12,320983,22,166,Negative,5073,551,1582,2.245
Twitter,Video,Tech,Tuesday,0,2,398160,4,382,Positive,6013,756,478,1.82
Twitter,Reel,Food,Tuesday,0,22,56766,26,153,Negative,587,105,67,1.337
YouTube,Story,Business,Wednesday,0,15,337497,16,32,Neutral,5914,764,1179,2.328
TikTok,Carousel,Fashion,Saturday,1,5,416600,14,145,Neutral,9344,566,1267,2.683
LinkedIn,Image,Fashion,Tuesday,0,14,58202,28,55,Positive,586,43,151,1.34
YouTube,Text,Food,Thursday,0,8,207773,10,510,Neutral,3420,457,162,1.944
LinkedIn,Story,Fitness,Friday,0,12,447822,6,473,Neutral,5928,831,294,1.575
Twitter,Story,Fashion,Friday,0,4,12675,24,118,Neutral,64,8,14,0.676
Twitter,Carousel,Fashion,Thursday,0,12,80760,3,344,Positive,1390,137,324,2.292
LinkedIn,Image,Tech,Monday,0,2,402057,27,131,Negative,2280,337,157,0.69
Instagram,Text,Food,Monday,0,3,86311,25,343,Neutral,411,45,108,0.653
TikTok,Reel,Fashion,Thursday,0,14,351140,30,538,Neutral,3745,265,615,1.317
LinkedIn,Story,Business,Saturday,1,12,450553,14,529,Positive,7827,990,2064,2.415
TikTok,Image,Entertainment,Monday,0,7,249536,19,501,Positive,5397,767,1220,2.959
LinkedIn,Video,Food,Sunday,1,1,242566,27,152,Negative,1530,289,155,0.814
TikTok,Carousel,Tech,Friday,0,10,214660,4,122,Positive,12163,1636,1182,6.979
YouTube,Image,Tech,Monday,0,22,186759,9,104,Negative,3214,281,468,2.122
LinkedIn,Story,Food,Wednesday,0,16,190336,14,85,Negative,2323,391,221,1.542
Twitter,Image,Travel,Tuesday,0,1,277051,19,372,Neutral,2510,268,610,1.223
Instagram,Text,Travel,Sunday,1,22,447825,21,398,Negative,5827,1115,702,1.707
TikTok,Story,Food,Thursday,0,10,490707,28,530,Neutral,3562,399,872,0.985
YouTube,Reel,Food,Wednesday,0,13,433002,15,63,Negative,12420,2361,1968,3.868
TikTok,Reel,Fashion,Tuesday,0,0,60255,5,166,Positive,3741,689,568,8.295
YouTube,Video,Travel,Thursday,0,7,153731,5,439,Neutral,4372,755,409,3.601
YouTube,Reel,Fitness,Monday,0,18,378595,24,411,Neutral,6984,515,2053,2.523
TikTok,Carousel,Tech,Tuesday,0,7,272991,14,262,Negative,6774,1295,1521,3.513
LinkedIn,Image,Travel,Tuesday,0,3,167495,19,99,Positive,2441,371,225,1.813
Instagram,Carousel,Fitness,Friday,0,2,155939,17,295,Negative,1711,203,519,1.56
Instagram,Carousel,Fitness,Friday,0,22,58966,25,111,Positive,1944,228,127,3.899
Facebook,Text,Travel,Thursday,0,19,166542,6,325,Positive,3127,474,554,2.495
Twitter,Video,Travel,Monday,0,1,211255,5,541,Neutral,2282,470,503,1.541
TikTok,Carousel,Fitness,Wednesday,0,22,208254,22,125,Positive,9026,1388,426,5.205
Twitter,Carousel,Food,Saturday,1,19,274602,13,79,Neutral,8163,959,1211,3.763
Instagram,Video,Travel,Tuesday,0,8,136859,25,445,Negative,2730,380,209,2.425
Facebook,Reel,Food,Tuesday,0,15,103377,3,24,Negative,2538,228,551,3.209
YouTube,Video,Travel,Monday,0,6,443815,8,590,Positive,9135,1121,1873,2.733
YouTube,Reel,Tech,Saturday,1,5,202932,29,467,Neutral,1291,209,117,0.797
Twitter,Video,Food,Monday,0,17,127748,26,247,Neutral,1418,206,240,1.459
TikTok,Story,Tech,Friday,0,4,318020,1,223,Positive,5656,926,637,2.27
TikTok,Carousel,Fashion,Sunday,1,8,271387,25,238,Neutral,7954,1083,1688,3.952
YouTube,Image,Food,Friday,0,8,288435,2,244,Neutral,7123,836,1539,3.293
YouTube,Image,Travel,Wednesday,0,3,111147,3,505,Negative,911,159,209,1.151
LinkedIn,Reel,Entertainment,Tuesday,0,19,361718,27,481,Positive,5613,408,848,1.899
Twitter,Story,Tech,Monday,0,16,96550,3,130,Positive,1201,236,159,1.653
LinkedIn,Video,Entertainment,Tuesday,0,20,418284,9,116,Negative,11037,1889,116,3.118
Facebook,Text,Food,Sunday,1,12,212313,4,328,Negative,1748,326,291,1.114
Twitter,Text,Business,Tuesday,0,4,204865,18,393,Positive,1632,293,191,1.033
LinkedIn,Image,Fitness,Monday,0,6,194551,1,439,Positive,2673,362,549,1.842
LinkedIn,Carousel,Entertainment,Saturday,1,8,211772,8,194,Neutral,2997,372,358,1.76
LinkedIn,Reel,Tech,Wednesday,0,22,332826,10,294,Negative,7036,1131,400,2.574
Twitter,Story,Entertainment,Wednesday,0,5,248597,20,71,Positive,1814,184,349,0.944
Twitter,Story,Tech,Saturday,1,16,63842,15,278,Positive,951,170,139,1.973
Instagram,Image,Entertainment,Thursday,0,2,283393,5,415,Negative,3752,324,546,1.631
LinkedIn,Video,Fitness,Sunday,1,22,133869,14,189,Negative,2788,528,510,2.858
LinkedIn,Carousel,Travel,Thursday,0,15,54607,14,198,Negative,825,109,110,1.912
YouTube,Image,Food,Friday,0,10,420045,10,282,Negative,6556,1087,451,1.927
LinkedIn,Text,Tech,Sunday,1,8,156661,16,521,Negative,1212,163,262,1.045
Twitter,Image,Business,Thursday,0,8,297724,10,366,Positive,4373,607,498,1.84
Instagram,Image,Business,Tuesday,0,5,86359,10,552,Positive,1536,271,89,2.195
Facebook,Image,Entertainment,Sunday,1,14,169983,24,46,Positive,2412,309,640,1.977
Twitter,Video,Business,Tuesday,0,20,193233,7,510,Positive,3907,376,936,2.701
Twitter,Reel,Entertainment,Monday,0,5,67381,10,35,Negative,832,65,197,1.623
Twitter,Video,Entertainment,Friday,0,17,486690,4,200,Neutral,8824,1178,807,2.221
Twitter,Story,Food,Sunday,1,13,156144,21,261,Positive,2450,347,324,1.999
